Name,P4 - Re,P6 - Ob_pos [m],P7 - Ob_H [m],P1 - Delta Cp,P8 - DSP [Pa],P10 - USP [Pa]
DP 32,536.36363636363649,0.82181818181818067,0.21454545454545457,10.4381,2.1969,7.41594
DP 33,363.63636363636374,0.24727272727272728,0.21818181818181823,11.9584,3.06414,9.04335
DP 34,872.72727272727093,0.4872727272727273,0.22181818181818183,9.30899,1.45258,6.10707
DP 35,254.54545454545459,0.55272727272727284,0.22545454545454549,13.4982,4.28922,11.0383
DP 36,572.72727272727275,0.32000000000000006,0.22909090909090912,10.3956,2.03157,7.22936
DP 37,854.54545454545291,0.74909090909090836,0.23272727272727278,9.21031,1.50727,6.11242
DP 38,663.63636363636306,0.62545454545454549,0.23636363636363639,9.83471,1.84969,6.76705
DP 39,490.90909090909105,0.93090909090908913,0.24000000000000005,10.6778,2.38051,7.71943
DP 40,209.09090909090912,0.959999999999998,0.24363636363636365,14.6473,5.18681,12.5104
DP 41,309.09090909090912,0.96727272727272529,0.24727272727272731,12.5014,3.58126,9.83194
DP 42,645.454545454545,0.70545454545454489,0.25090909090909097,9.85839,1.8916,6.82079
DP 43,836.36363636363478,0.7781818181818172,0.25454545454545463,9.19876,1.54662,6.146
DP 44,354.54545454545456,0.85818181818181682,0.25818181818181818,11.8786,3.1567,9.09601
DP 45,509.09090909090924,0.60363636363636375,0.26181818181818184,10.5524,2.30286,7.57903
DP 46,127.27272727272728,0.72727272727272663,0.2654545454545455,18.5629,8.35988,17.6413
DP 47,1018.1818181818156,0.50181818181818194,0.26909090909090916,8.85011,1.32313,5.74819
DP 48,518.18181818181824,0.92363636363636181,0.27272727272727276,10.4711,2.26993,7.50546
DP 49,945.45454545454334,0.450909090909091,0.27636363636363642,9.00084,1.39862,5.89904
DP 50,618.1818181818179,0.35636363636363644,0.28,10.0473,1.94226,6.9659
DP 51,590.90909090909076,0.47272727272727277,0.28363636363636369,10.0971,2.04709,7.09563
DP 52,581.81818181818176,0.7709090909090901,0.28727272727272735,10.0921,2.06778,7.11383
DP 53,899.99999999999807,0.46545454545454557,0.290909090909091,9.04536,1.46612,5.9888
DP 54,190.90909090909093,0.52363636363636368,0.29454545454545455,15.176,5.64168,13.2297
DP 55,627.27272727272691,0.66181818181818164,0.29818181818181821,9.86576,1.94748,6.88036
DP 56,909.09090909090708,0.40000000000000008,0.30181818181818187,9.03245,1.4464,5.96263
DP 57,136.36363636363637,0.67636363636363606,0.30545454545454548,17.9087,7.82329,16.7776
DP 58,781.81818181818062,0.51636363636363636,0.30909090909090908,9.29901,1.64076,6.29027
DP 59,481.81818181818187,0.9018181818181803,0.31272727272727274,10.7008,2.42989,7.78028
DP 60,981.81818181817948,0.829090909090908,0.31636363636363629,8.76815,1.39124,5.77532
DP 61,172.72727272727275,0.94545454545454355,0.31999999999999995,16.0535,6.21717,14.2439
DP 62,672.72727272727218,0.2690909090909091,0.32363636363636356,9.77646,1.82578,6.71401
DP 63,163.63636363636365,0.9090909090909074,0.32727272727272716,16.4777,6.5502,14.789
DP 64,1045.4545454545441,0.71999999999999953,0.33090909090909082,8.62609,1.33166,5.6447
DP 65,636.363636363636,0.61818181818181817,0.33454545454545437,9.79851,1.92972,6.82897
DP 66,300.00000000000006,0.79999999999999893,0.33818181818181803,12.6394,3.68245,10.0022
DP 67,154.54545454545456,0.80727272727272625,0.34181818181818163,16.9258,6.91835,15.3812
DP 68,863.63636363636192,0.581818181818182,0.34545454545454524,9.02238,1.52657,6.03776
DP 69,799.99999999999864,0.58909090909090911,0.3490909090909089,9.19973,1.6198,6.21966
DP 70,527.27272727272748,0.63272727272727258,0.35272727272727245,10.3685,2.2646,7.44884
DP 71,245.4545454545455,0.30545454545454548,0.3563636363636361,13.5858,4.41007,11.203
DP 72,100,0.97454545454545261,0.35999999999999976,21.6908,10.6047,21.4501
DP 73,327.27272727272737,0.81454545454545335,0.36363636363636331,12.2759,3.40748,9.54545
DP 74,1027.2727272727248,0.66909090909090874,0.367272727272727,8.66457,1.34603,5.67832
DP 75,454.54545454545467,0.79272727272727184,0.37090909090909052,10.9421,2.54107,8.01213
DP 76,236.3636363636364,0.24000000000000002,0.37454545454545418,13.8016,4.60869,11.5095
DP 77,818.18181818181677,0.29090909090909095,0.37818181818181784,9.14332,1.59701,6.16867
DP 78,281.81818181818187,0.21090909090909093,0.38181818181818139,12.8628,3.90168,10.3331
DP 79,972.72727272727036,0.894545454545453,0.38545454545454505,8.86085,1.39173,5.82216
DP 80,427.27272727272731,0.37818181818181823,0.3890909090909086,11.0592,2.69534,8.22492
DP 81,727.27272727272634,0.29818181818181821,0.39272727272727226,9.4189,1.74409,6.45354
DP 82,654.545454545454,0.41454545454545455,0.39636363636363592,9.71153,1.88717,6.74294
DP 83,745.45454545454447,0.76363636363636278,0.39999999999999947,9.48443,1.69485,6.43706
DP 84,118.18181818181819,0.33454545454545459,0.40363636363636313,19.2914,9.0322,18.6779
DP 85,381.81818181818193,0.31272727272727274,0.40727272727272668,11.4946,2.95776,8.70509
DP 86,145.45454545454547,0.42909090909090913,0.41090909090909034,17.385,7.34933,16.0418
DP 87,790.90909090908963,0.32727272727272727,0.414545454545454,9.22864,1.63405,6.24837
DP 88,772.7272727272715,0.69818181818181779,0.41818181818181754,9.42389,1.64067,6.35262
DP 89,409.09090909090912,0.34909090909090912,0.4218181818181812,11.2595,2.78084,8.41058
DP 90,809.09090909090776,0.49454545454545462,0.42545454545454475,9.25255,1.59275,6.21902
DP 91,736.36363636363535,0.530909090909091,0.42909090909090841,9.5134899999999991,1.71096,6.46771
DP 92,881.81818181818,0.23272727272727273,0.43272727272727207,8.996,1.49819,5.9962
DP 93,500.00000000000006,0.22545454545454546,0.43636363636363562,10.5374,2.35693,7.62562
DP 94,763.63636363636249,0.88727272727272566,0.43999999999999928,9.63931,1.63057,6.45023
DP 95,554.54545454545462,0.38545454545454549,0.44363636363636283,10.3005,2.1447,7.29495
DP 96,545.45454545454561,0.28363636363636369,0.44727272727272649,10.3055,2.17077,7.32355
DP 97,181.81818181818184,0.75636363636363568,0.45090909090909015,16.1344,5.90146,13.9687
DP 98,418.1818181818183,0.9818181818181797,0.4545454545454537,11.7344,2.68335,8.55057
DP 99,81.818181818181813,0.91636363636363471,0.45818181818181736,25.5446,12.9164,25.6887
DP 100,699.9999999999992,0.93818181818181645,0.46181818181818091,10.0543,1.71147,6.7386
DP 101,918.1818181818162,0.57454545454545469,0.46545454545454457,9.18963,1.40937,6.00418
DP 102,690.9090909090902,0.78545454545454452,0.46909090909090823,10.0456,1.73952,6.7623
DP 103,954.54545454545234,0.68363636363636326,0.47272727272727177,9.21858,1.35508,5.96437
DP 104,963.63636363636135,0.87999999999999856,0.47636363636363543,9.3531,1.31483,5.99138
DP 105,681.81818181818119,0.6399999999999999,0.479999999999999,10.085,1.75879,6.80129
DP 106,609.09090909090889,0.95272727272727087,0.48363636363636264,10.6688,1.88905,7.22347
DP 107,290.909090909091,0.50909090909090926,0.4872727272727263,13.273,3.75599,10.3925
DP 108,54.545454545454547,0.65454545454545432,0.49090909090908985,33.6913,19.2641,36.1098
DP 109,345.45454545454555,0.26181818181818184,0.49454545454545351,12.3309,3.17244,9.3379
DP 110,445.4545454545455,0.54545454545454553,0.49818181818181761,11.5746,2.51375,8.30103
