model,Re,Lo,Lo Diff,Ho,Ho Diff,delta Cp,deltaCp CFD,diff deltaCp
"Data+Physics, $W_d=0.1$",1000,0.41334610096461655,7.437341135359229,0.38154314981019066,-0.4210695026068572,8.7130646,8.69221,-0.020013917724392857
"Data+Physics, $W_d=1$",300,0.4874745797322187,143.40820683862765,0.35428929640848883,-13.498991421363097,12.532426399999999,12.5655,0.16580707390371618
"Data+Physics, $W_d=1$",400,0.4934714703950028,91.7877230591521,0.35830366450187856,-10.894534668134003,11.254813599999999,11.3179,0.12296532200990427
"Data+Physics, $W_d=1$",500,0.20000019076684455,-32.04524674356051,0.4127337593041429,3.8035197531064937,10.508449200000001,10.5151,0.050429123294449776
"Data+Physics, $W_d=1$",600,0.2000002612272304,-37.11417119006031,0.4178104331051299,6.826155115029185,9.903914400000001,9.95306,0.10349228635482108
"Data+Physics, $W_d=1$",700,0.20000487279599005,-39.633565960789355,0.4143934524299704,6.449602401619682,9.4976354,9.53379,0.17968432301566223
"Data+Physics, $W_d=1$",800,0.23698104863988492,-30.91945922917934,0.4043256865996017,4.296535757619755,9.1836406,9.19264,0.06356946923848299
"Data+Physics, $W_d=1$",900,0.27939717287566457,-21.781908987687338,0.3975317716946154,3.1329270552708413,8.9094976,8.92007,0.02870756522841896
"Data+Physics, $W_d=1$",1000,0.3022636186688522,-21.43533122497386,0.3922976494544682,2.385746903727559,8.7121252,8.69291,-0.011962341628370395
"Pressure Data+Physics, $W_d=0.1$",300,0.5386635994329176,168.9681601433083,0.3400758350949065,-16.96925922646422,12.588246599999998,12.5689,0.1929101532918178
"Pressure Data+Physics, $W_d=0.1$",400,0.5060961693596937,96.6943132350891,0.354297027438878,-11.890933240866703,11.343029000000001,11.3188,0.13092710544939187
"Pressure Data+Physics, $W_d=0.1$",500,0.47657791628380475,61.92851908970699,0.36265181555594805,-8.792207928352227,10.5590084,10.5145,0.04472016594035761
"Pressure Data+Physics, $W_d=0.1$",600,0.4737382750264049,48.956925762107296,0.365646519802516,-6.511162128242753,10.0056996,9.94943,0.06698334568736992
"Pressure Data+Physics, $W_d=0.1$",700,0.47412726458641985,43.10337465148662,0.3681171172484261,-5.437886292502361,9.585262,9.52216,0.05747796765470952
"Pressure Data+Physics, $W_d=0.1$",800,0.46412410493235023,35.29328331321978,0.372044079438438,-4.0305626859968235,9.2530638,9.18909,0.02492706927330896
"Pressure Data+Physics, $W_d=0.1$",900,0.44944615340391736,25.823821945849843,0.3758653715425886,-2.4880557831671686,8.983341800000002,8.91816,0.007289030233778953
"Pressure Data+Physics, $W_d=0.1$",1000,0.42849263530950443,11.374243826911306,0.38118836496849307,-0.5136647834040858,8.7581764,8.69217,-0.0204740077870052
"Pressure Data+Physics, $W_d=1$",300,0.23985094636139825,19.76355524927322,0.3863975887019613,-5.659636139455985,12.526147199999997,12.545,0.0023914481812980846
"Pressure Data+Physics, $W_d=1$",400,0.4699021352362537,82.62749922595624,0.35895816917051016,-10.73176786210266,11.312893200000001,11.3143,0.09111818825193814
"Pressure Data+Physics, $W_d=1$",500,0.45373739821721215,54.16791764471149,0.3675794355559735,-7.552899806644844,10.55132,10.5131,0.031399265447481534
"Pressure Data+Physics, $W_d=1$",600,0.3259714395346289,2.4947868453749114,0.3951245555642511,1.0258091181816467,10.011016000000001,9.94158,-0.011968495700889776
"Pressure Data+Physics, $W_d=1$",700,0.30565148380640944,-7.746796974256483,0.39926666097136243,2.5638244605380636,9.586453599999999,9.51867,0.020805553191284454
"Pressure Data+Physics, $W_d=1$",800,0.31131595379228105,-9.250657122229217,0.39696861988071275,2.39876720729349,9.2468638,9.1878,0.010885183088773521
"Pressure Data+Physics, $W_d=1$",900,0.3380778182608384,-5.354083272209067,0.39104272938771273,1.4494542499563865,8.9752232,8.91634,-0.01312025442079813
"Pressure Data+Physics, $W_d=1$",1000,0.4054887339136145,5.3950462587069365,0.3813009550836408,-0.4842798940237664,8.760975,8.69256,-0.01598812967637141
Physics,300,0.20000006263298836,-0.13498418758388386,0.10000012827344876,-75.58460828104451,12.438717999999998,12.8259,2.2415840952752966
Physics,400,0.20000008080473342,-22.269953968194617,0.3364208482741811,-16.33650670448326,11.221324399999999,11.4396,1.1995753715498954
Physics,500,0.20000008988639761,-32.04528102005722,0.33483511033951685,-15.788175290625547,10.4114808,10.6705,1.52904907800339
Physics,600,0.200000051477991,-37.11423714124798,0.33294006720656555,-14.873577954748004,9.847947999999999,10.1378,1.9615258122233636
Physics,700,0.2000000526561766,-39.63502079860426,0.3322615468187569,-14.648483597406864,9.470591200000001,9.74163,2.3636369367921004
Physics,800,0.20000000368385912,-41.69952201687658,0.3317453818227679,-14.425683985872158,9.1565762,9.42998,2.6470588235294183
Physics,900,0.2000010924167337,-44.00908395670959,0.33241759151472244,-13.759851014089254,8.965947,9.18107,2.955533551406166
Physics,1000,0.20000096931433853,-48.01554359051159,0.3305276414565731,-13.735604865543621,8.896409,8.98507,3.3485354758194052
Data,300,0.6016276375798583,200.4076736233439,0.43321855631761563,5.771871846921775,10.5215226,12.8064,2.086139963490553
Data,400,0.5997497014215594,133.0927653203029,0.4325341834024278,7.5656307830196035,10.1811286,11.5256,1.9603680113234294
Data,500,0.5929616063210073,101.47260606896367,0.43218290202230764,8.695025293457222,9.754265199999999,10.6972,1.7830976802603307
Data,600,0.8463500833565529,166.11678469143874,0.3067935936084165,-21.558732328583556,9.3766074,9.99848,0.5603066348713815
Data,700,0.8465539388215269,155.51098727794724,0.3046236092017123,-21.748131174566293,9.3547672,9.56974,0.5574417155544514
Data,800,0.8490201513107104,147.4913986349737,0.31031780919046215,-19.952964763008108,8.580306799999999,9.23124,0.48373753646536133
Data,900,0.5941189452084366,66.32541142115576,0.3101660484774875,-19.53263932518125,8.7262014,8.96102,0.4879164699562938
Data,1000,0.8478664349200121,120.37831055655693,0.30896864956228776,-19.36228524626307,8.724478600000001,8.73296,0.44870283357968593
"Data+Physics, $W_d=0.1$",300,0.2832864353676236,41.45197743935336,0.38994258537522863,-4.794112425490938,12.3442002,12.5396,-0.04065461908216656
"Data+Physics, $W_d=0.1$",400,0.2190311413063966,-14.873530912382826,0.33680715348460655,-16.24043761855042,11.134238999999999,11.4202,1.0279547062986483
"Data+Physics, $W_d=0.1$",500,0.21819913880724315,-25.86172752355251,0.3427147590095768,-13.806424954163797,10.3758912,10.6299,1.1427429637100515
"Data+Physics, $W_d=0.1$",600,0.21803139479360945,-31.444664701685355,0.39941821612662687,2.1236161926455512,9.817314,9.95799,0.1530760542585328
"Data+Physics, $W_d=0.1$",700,0.21880684995992422,-33.95866265265289,0.3998443108429561,2.7122114555494807,9.4787684,9.53323,0.1737999241332765
"Data+Physics, $W_d=0.1$",800,0.21736123367078033,-36.63868207703147,0.3956522473240417,2.059206546228809,9.0928828,9.21216,0.2760482431314597
"Data+Physics, $W_d=0.1$",900,0.2119980724302522,-40.65049279806576,0.3549722315926851,-7.9084292774001295,8.9161368,9.07119,1.7233510251179935
"Data+Physics, $W_d=0.1$",1000,0.21776436635822147,-43.398463270961535,0.39563030909807373,3.2555376028585887,8.8323268,8.72435,0.3496684475986198
"Data+Physics, $W_d=1$",300,0.4637133339116724,131.54362460624105,0.44434206670414905,8.487716996984371,11.9373894,12.7606,1.7210455411448622
"Data+Physics, $W_d=1$",400,0.638662908351832,148.2163860396785,0.3901250100037834,-2.980979548972093,11.013894,11.4052,0.8952583156404847
"Data+Physics, $W_d=1$",500,0.6400993577059749,117.48876211435024,0.3885905218910587,-2.268561740634964,10.276943200000002,10.5868,0.7326495271080321
"Data+Physics, $W_d=1$",600,0.6435738672736868,102.35811591236872,0.3911957524272046,0.0212891251901505,9.728857600000001,10.0184,0.7606532183687273
"Data+Physics, $W_d=1$",700,0.6431605550061822,94.1218165219684,0.39278160794252404,0.8979407154517973,9.5038746,9.59045,0.7750593956512195
"Data+Physics, $W_d=1$",800,0.6439177657974198,87.70356418170506,0.3884306469667994,0.19638178676149484,9.018756400000001,9.24329,0.6149039926851586
"Data+Physics, $W_d=1$",900,0.6513797375012558,82.35574493133056,0.3933075624236997,2.0370270602932825,8.9057482,8.97853,0.684271730561549
"Data+Physics, $W_d=1$",1000,0.6398331713592715,66.30609201495601,0.3109157742725942,-18.85410525064837,8.8915526,8.7325,0.4434117978594397
"Pressure Data+Physics, $W_d=0.1$",300,0.21638830176472162,8.048072049910779,0.3915877927154077,-4.392429124050229,12.4042772,12.5477,0.023914481813037486
"Pressure Data+Physics, $W_d=0.1$",400,0.21701976188274574,-15.655253672487362,0.40061082163080064,-0.3732944567567936,11.15768,11.3072,0.028308563340407357
"Pressure Data+Physics, $W_d=0.1$",500,0.21544511731988758,-26.797470884189373,0.49999990954449447,25.751163593834026,10.326311,11.0003,4.667072636967393
"Pressure Data+Physics, $W_d=0.1$",600,0.21467997760601726,-32.498446562950825,0.49999987939581614,27.840428198195546,9.8355432,10.4616,5.2181635499966434
"Pressure Data+Physics, $W_d=0.1$",700,0.21456059498736413,-35.24028778073756,0.499999934531142,28.440239389811687,9.3804844,10.0675,5.78783169358254
"Pressure Data+Physics, $W_d=0.1$",800,0.21461686761969034,-37.43867132499225,0.49999997774016514,28.975890687914518,9.0265706,9.7617,6.25789175773936
"Pressure Data+Physics, $W_d=0.1$",900,0.2120160981059737,-40.64544645514959,0.4999999512032009,29.716571521463553,8.823614200000002,9.51939,6.749417718623243
"Pressure Data+Physics, $W_d=0.1$",1000,0.21430140309721976,-44.29856022202315,0.49999987107907395,30.49494516061367,8.8614926,9.32302,7.2357213924625805
"Pressure Data+Physics, $W_d=1$",300,0.9999999995600708,399.3249224713526,0.4999999849318067,22.076798323699638,11.8194742,13.7798,9.845592162427154
"Pressure Data+Physics, $W_d=1$",400,0.9999999828064591,288.6500664529282,0.4999999737130678,24.343496139124994,10.748781599999997,12.4245,9.912420382165603
"Pressure Data+Physics, $W_d=1$",500,0.9999999477083528,239.7734244273473,0.4999998677656969,25.751153086367303,9.990076,11.5628,10.01922015642542
"Pressure Data+Physics, $W_d=1$",600,0.9999999273006741,214.42871050420564,0.49999988244037785,27.840428976631877,9.5736846,10.9561,10.191626679486701
"Pressure Data+Physics, $W_d=1$",700,0.9999999814320062,201.8248109379932,0.49999999982751175,28.440256163176606,9.1916336,10.5057,10.392373819048416
"Pressure Data+Physics, $W_d=1$",800,0.999999894089234,191.50235367310768,0.4999998615938547,28.9758607277655,8.6969094,10.1492,10.47590020464145
"Pressure Data+Physics, $W_d=1$",900,0.9999996400269477,179.95295031390947,0.4999995514075454,29.71646780120994,8.6018768,9.86467,10.621350578805073
"Pressure Data+Physics, $W_d=1$",1000,0.9999999626843864,159.92101262246047,0.49999956446576044,30.494865137617975,8.726519999999999,9.62857,10.750234358375662
"Data+Physics, $W_d=0.1$, $S_d=$100k",300,0.21750546100957593,8.605897503481216,0.32961601569857957,-19.523061829322057,12.3576546,12.6465,0.8114980828557
"Data+Physics, $W_d=0.1$, $S_d=$100k",400,0.21641941955255367,-15.888576763022664,0.33646006126517514,-16.32675494318204,11.155279999999998,11.4216,1.0403397027600803
"Data+Physics, $W_d=0.1$, $S_d=$100k",500,0.21448950902642466,-27.122161203449032,0.3390186919751748,-14.735994582926905,10.3481734,10.6421,1.2588250965765189
"Data+Physics, $W_d=0.1$, $S_d=$100k",600,0.2115842403922851,-33.471835293889214,0.3424406112241375,-12.444470138182469,9.806960799999999,10.0946,1.5270392456025872
"Data+Physics, $W_d=0.1$, $S_d=$100k",700,0.20965152998435305,-36.72196542466548,0.3477336859185507,-10.67399257729613,9.4227796,9.67307,1.6432183879058646
"Data+Physics, $W_d=0.1$, $S_d=$100k",800,0.2013680259897494,-41.30074025259697,0.3512513981533157,-9.394072101855649,9.0935856,9.35743,1.8573387904384655
"Data+Physics, $W_d=0.1$, $S_d=$100k",900,0.20022734092549604,-43.94574499637712,0.3497834875681411,-9.254561579506682,8.8934596,9.11166,2.177177261365566
"Data+Physics, $W_d=0.1$, $S_d=$100k",1000,0.20391771313626986,-46.9974995321435,0.3518717038272441,-8.16501893208257,8.818006800000001,8.88798,2.2317818713013247
"Data+Physics, $W_d=1$, $S_d=$100k",300,0.21790621591928377,8.80600441778913,0.36160224581862865,-11.713508466968978,12.402504,12.5882,0.3467599862890294
"Data+Physics, $W_d=1$, $S_d=$100k",400,0.21475468070126608,-16.535577639326597,0.3573682014000504,-11.12717218554559,11.15732,11.378,0.6546355272469908
"Data+Physics, $W_d=1$, $S_d=$100k",500,0.21230588019251873,-27.864100288820765,0.356091092500443,-10.442245343355468,10.359291200000001,10.6017,0.8744219680678889
"Data+Physics, $W_d=1$, $S_d=$100k",600,0.21068832532265142,-33.753536734434924,0.35605887759288085,-8.962539290517139,9.8260294,10.0544,1.1227253572193654
"Data+Physics, $W_d=1$, $S_d=$100k",700,0.2088338086095297,-36.96877402860424,0.3574193787703913,-8.18592683442129,9.461606399999999,9.64271,1.324199905639447
"Data+Physics, $W_d=1$, $S_d=$100k",800,0.20803269085980824,-39.35797455077253,0.35774094564728964,-7.720081690936519,9.1324692,9.32331,1.485936343449291
"Data+Physics, $W_d=1$, $S_d=$100k",900,0.20808700113684864,-41.74540913968251,0.3596282166030921,-6.70051233430453,8.9986362,9.05935,1.5905785359366031
"Data+Physics, $W_d=1$, $S_d=$100k",1000,0.20809513085622827,-45.91170084770766,0.3582552809302401,-6.498969414537244,8.9978276,8.85261,1.8249472334209553
